rule,difference_base,seed,benchmark,classifier,baseline
126,0.0538720538720539,1660350396,digits,Bundle simple,0.7794612794612794
128,-0.0202020202020201,1660350396,digits,Bundle simple,0.7794612794612794
130,-0.1161616161616161,1660350396,digits,Bundle simple,0.7794612794612794
132,-0.0690235690235689,1660350396,digits,Bundle simple,0.7794612794612794
134,-0.0488215488215487,1660350396,digits,Bundle simple,0.7794612794612794
136,-0.0505050505050505,1660350396,digits,Bundle simple,0.7794612794612794
138,0.0117845117845117,1660350396,digits,Bundle simple,0.7794612794612794
140,-0.0622895622895622,1660350396,digits,Bundle simple,0.7794612794612794
142,-0.0033670033670033,1660350396,digits,Bundle simple,0.7794612794612794
146,-0.0942760942760941,1660350396,digits,Bundle simple,0.7794612794612794
150,-0.0387205387205387,1660350396,digits,Bundle simple,0.7794612794612794
152,-0.074074074074074,1660350396,digits,Bundle simple,0.7794612794612794
154,-0.0875420875420874,1660350396,digits,Bundle simple,0.7794612794612794
156,-0.0690235690235689,1660350396,digits,Bundle simple,0.7794612794612794
160,-0.0202020202020201,1660350396,digits,Bundle simple,0.7794612794612794
162,-0.1228956228956228,1660350396,digits,Bundle simple,0.7794612794612794
164,-0.0505050505050505,1660350396,digits,Bundle simple,0.7794612794612794
168,-0.0538720538720538,1660350396,digits,Bundle simple,0.7794612794612794
170,0.0,1660350396,digits,Bundle simple,0.7794612794612794
172,-0.0673400673400672,1660350396,digits,Bundle simple,0.7794612794612794
178,-0.1531986531986531,1660350396,digits,Bundle simple,0.7794612794612794
184,-0.1279461279461279,1660350396,digits,Bundle simple,0.7794612794612794
200,-0.0521885521885521,1660350396,digits,Bundle simple,0.7794612794612794
204,0.0,1660350396,digits,Bundle simple,0.7794612794612794
232,-0.047138047138047,1660350396,digits,Bundle simple,0.7794612794612794
1,0.0589225589225589,309337361,digits,Bundle simple,0.7693602693602694
2,-0.0993265993265993,309337361,digits,Bundle simple,0.7693602693602694
3,0.0656565656565656,309337361,digits,Bundle simple,0.7693602693602694
4,-0.0269360269360269,309337361,digits,Bundle simple,0.7693602693602694
5,0.0185185185185184,309337361,digits,Bundle simple,0.7693602693602694
6,-0.042087542087542,309337361,digits,Bundle simple,0.7693602693602694
7,-0.0151515151515151,309337361,digits,Bundle simple,0.7693602693602694
8,-0.0404040404040404,309337361,digits,Bundle simple,0.7693602693602694
9,0.0016835016835017,309337361,digits,Bundle simple,0.7693602693602694
10,-0.0488215488215487,309337361,digits,Bundle simple,0.7693602693602694
11,-0.0016835016835017,309337361,digits,Bundle simple,0.7693602693602694
12,-0.1043771043771043,309337361,digits,Bundle simple,0.7693602693602694
13,-0.0841750841750841,309337361,digits,Bundle simple,0.7693602693602694
14,-0.0016835016835017,309337361,digits,Bundle simple,0.7693602693602694
15,0.0033670033670033,309337361,digits,Bundle simple,0.7693602693602694
18,-0.0606060606060605,309337361,digits,Bundle simple,0.7693602693602694
19,0.0033670033670033,309337361,digits,Bundle simple,0.7693602693602694
22,0.0404040404040404,309337361,digits,Bundle simple,0.7693602693602694
23,-0.0269360269360269,309337361,digits,Bundle simple,0.7693602693602694
24,-0.0690235690235689,309337361,digits,Bundle simple,0.7693602693602694
25,-0.0117845117845117,309337361,digits,Bundle simple,0.7693602693602694
26,-0.0690235690235689,309337361,digits,Bundle simple,0.7693602693602694
27,-0.0202020202020202,309337361,digits,Bundle simple,0.7693602693602694
28,-0.0269360269360269,309337361,digits,Bundle simple,0.7693602693602694
29,-0.0505050505050505,309337361,digits,Bundle simple,0.7693602693602694
30,0.0084175084175084,309337361,digits,Bundle simple,0.7693602693602694
32,0.0,309337361,digits,Bundle simple,0.7693602693602694
33,0.0202020202020202,309337361,digits,Bundle simple,0.7693602693602694
34,-0.1043771043771043,309337361,digits,Bundle simple,0.7693602693602694
35,0.0303030303030302,309337361,digits,Bundle simple,0.7693602693602694
36,-0.0218855218855218,309337361,digits,Bundle simple,0.7693602693602694
37,0.042087542087542,309337361,digits,Bundle simple,0.7693602693602694
38,-0.0521885521885522,309337361,digits,Bundle simple,0.7693602693602694
40,-0.0370370370370369,309337361,digits,Bundle simple,0.7693602693602694
41,-0.0033670033670033,309337361,digits,Bundle simple,0.7693602693602694
42,-0.0437710437710437,309337361,digits,Bundle simple,0.7693602693602694
43,-0.0084175084175084,309337361,digits,Bundle simple,0.7693602693602694
44,-0.0875420875420875,309337361,digits,Bundle simple,0.7693602693602694
45,-0.0336700336700336,309337361,digits,Bundle simple,0.7693602693602694
46,-0.0218855218855218,309337361,digits,Bundle simple,0.7693602693602694
50,-0.1144781144781145,309337361,digits,Bundle simple,0.7693602693602694
51,0.0033670033670033,309337361,digits,Bundle simple,0.7693602693602694
54,0.0218855218855218,309337361,digits,Bundle simple,0.7693602693602694
56,-0.0757575757575758,309337361,digits,Bundle simple,0.7693602693602694
57,-0.042087542087542,309337361,digits,Bundle simple,0.7693602693602694
58,-0.1127946127946127,309337361,digits,Bundle simple,0.7693602693602694
60,-0.0218855218855218,309337361,digits,Bundle simple,0.7693602693602694
62,0.0151515151515151,309337361,digits,Bundle simple,0.7693602693602694
72,-0.0673400673400673,309337361,digits,Bundle simple,0.7693602693602694
73,0.0033670033670033,309337361,digits,Bundle simple,0.7693602693602694
74,-0.0185185185185184,309337361,digits,Bundle simple,0.7693602693602694
76,-0.0454545454545454,309337361,digits,Bundle simple,0.7693602693602694
77,-0.138047138047138,309337361,digits,Bundle simple,0.7693602693602694
78,0.0016835016835017,309337361,digits,Bundle simple,0.7693602693602694
90,0.005050505050505,309337361,digits,Bundle simple,0.7693602693602694
94,0.0286195286195286,309337361,digits,Bundle simple,0.7693602693602694
104,-0.0589225589225589,309337361,digits,Bundle simple,0.7693602693602694
105,-0.0202020202020202,309337361,digits,Bundle simple,0.7693602693602694
106,-0.0067340067340067,309337361,digits,Bundle simple,0.7693602693602694
108,-0.0303030303030302,309337361,digits,Bundle simple,0.7693602693602694
110,0.037037037037037,309337361,digits,Bundle simple,0.7693602693602694
122,-0.0033670033670033,309337361,digits,Bundle simple,0.7693602693602694
126,0.0555555555555555,309337361,digits,Bundle simple,0.7693602693602694
128,-0.0033670033670033,309337361,digits,Bundle simple,0.7693602693602694
130,-0.0690235690235689,309337361,digits,Bundle simple,0.7693602693602694
132,-0.0488215488215487,309337361,digits,Bundle simple,0.7693602693602694
134,-0.0286195286195286,309337361,digits,Bundle simple,0.7693602693602694
136,-0.0404040404040404,309337361,digits,Bundle simple,0.7693602693602694
138,0.0117845117845117,309337361,digits,Bundle simple,0.7693602693602694
140,-0.0454545454545454,309337361,digits,Bundle simple,0.7693602693602694
142,0.0336700336700336,309337361,digits,Bundle simple,0.7693602693602694
146,-0.0707070707070707,309337361,digits,Bundle simple,0.7693602693602694
150,-0.0218855218855218,309337361,digits,Bundle simple,0.7693602693602694
152,-0.0538720538720538,309337361,digits,Bundle simple,0.7693602693602694
154,-0.0707070707070707,309337361,digits,Bundle simple,0.7693602693602694
156,-0.0336700336700336,309337361,digits,Bundle simple,0.7693602693602694
160,-0.0117845117845117,309337361,digits,Bundle simple,0.7693602693602694
162,-0.0993265993265993,309337361,digits,Bundle simple,0.7693602693602694
164,-0.0269360269360269,309337361,digits,Bundle simple,0.7693602693602694
168,-0.0387205387205387,309337361,digits,Bundle simple,0.7693602693602694
170,0.0,309337361,digits,Bundle simple,0.7693602693602694
172,-0.0218855218855218,309337361,digits,Bundle simple,0.7693602693602694
178,-0.1346801346801346,309337361,digits,Bundle simple,0.7693602693602694
184,-0.0791245791245791,309337361,digits,Bundle simple,0.7693602693602694
200,-0.0370370370370369,309337361,digits,Bundle simple,0.7693602693602694
204,0.0,309337361,digits,Bundle simple,0.7693602693602694
232,-0.031986531986532,309337361,digits,Bundle simple,0.7693602693602694
1,0.0387205387205387,1271885598,digits,Bundle simple,0.7727272727272727
2,-0.1077441077441077,1271885598,digits,Bundle simple,0.7727272727272727
3,0.031986531986532,1271885598,digits,Bundle simple,0.7727272727272727
4,-0.0387205387205387,1271885598,digits,Bundle simple,0.7727272727272727
5,-0.01010101010101,1271885598,digits,Bundle simple,0.7727272727272727
6,-0.042087542087542,1271885598,digits,Bundle simple,0.7727272727272727
7,-0.005050505050505,1271885598,digits,Bundle simple,0.7727272727272727
8,-0.0538720538720538,1271885598,digits,Bundle simple,0.7727272727272727
9,-0.0168350168350168,1271885598,digits,Bundle simple,0.7727272727272727
10,-0.0639730639730639,1271885598,digits,Bundle simple,0.7727272727272727
11,-0.0134680134680134,1271885598,digits,Bundle simple,0.7727272727272727
12,-0.0774410774410774,1271885598,digits,Bundle simple,0.7727272727272727
13,-0.0824915824915825,1271885598,digits,Bundle simple,0.7727272727272727
14,-0.0336700336700336,1271885598,digits,Bundle simple,0.7727272727272727
15,0.0,1271885598,digits,Bundle simple,0.7727272727272727
18,-0.0336700336700336,1271885598,digits,Bundle simple,0.7727272727272727
19,0.0202020202020202,1271885598,digits,Bundle simple,0.7727272727272727
22,0.0471380471380471,1271885598,digits,Bundle simple,0.7727272727272727
23,-0.0387205387205387,1271885598,digits,Bundle simple,0.7727272727272727
24,-0.0774410774410774,1271885598,digits,Bundle simple,0.7727272727272727
25,-0.005050505050505,1271885598,digits,Bundle simple,0.7727272727272727
26,-0.0370370370370369,1271885598,digits,Bundle simple,0.7727272727272727
27,-0.005050505050505,1271885598,digits,Bundle simple,0.7727272727272727
28,-0.0387205387205387,1271885598,digits,Bundle simple,0.7727272727272727
29,-0.0538720538720538,1271885598,digits,Bundle simple,0.7727272727272727
30,0.0235690235690235,1271885598,digits,Bundle simple,0.7727272727272727
32,0.0,1271885598,digits,Bundle simple,0.7727272727272727
33,0.0235690235690235,1271885598,digits,Bundle simple,0.7727272727272727
34,-0.0774410774410774,1271885598,digits,Bundle simple,0.7727272727272727
35,0.0387205387205387,1271885598,digits,Bundle simple,0.7727272727272727
36,-0.0218855218855218,1271885598,digits,Bundle simple,0.7727272727272727
37,0.0336700336700337,1271885598,digits,Bundle simple,0.7727272727272727
38,-0.0202020202020202,1271885598,digits,Bundle simple,0.7727272727272727
40,-0.0538720538720538,1271885598,digits,Bundle simple,0.7727272727272727
41,-0.0117845117845117,1271885598,digits,Bundle simple,0.7727272727272727
42,-0.0572390572390572,1271885598,digits,Bundle simple,0.7727272727272727
43,0.0,1271885598,digits,Bundle simple,0.7727272727272727
44,-0.1026936026936027,1271885598,digits,Bundle simple,0.7727272727272727
45,-0.0404040404040403,1271885598,digits,Bundle simple,0.7727272727272727
46,-0.0303030303030302,1271885598,digits,Bundle simple,0.7727272727272727
50,-0.1195286195286194,1271885598,digits,Bundle simple,0.7727272727272727
51,0.0,1271885598,digits,Bundle simple,0.7727272727272727
54,0.0286195286195286,1271885598,digits,Bundle simple,0.7727272727272727
56,-0.0841750841750841,1271885598,digits,Bundle simple,0.7727272727272727
57,-0.0538720538720538,1271885598,digits,Bundle simple,0.7727272727272727
58,-0.1127946127946127,1271885598,digits,Bundle simple,0.7727272727272727
60,0.0,1271885598,digits,Bundle simple,0.7727272727272727
62,0.0252525252525253,1271885598,digits,Bundle simple,0.7727272727272727
72,-0.0656565656565656,1271885598,digits,Bundle simple,0.7727272727272727
73,-0.0033670033670033,1271885598,digits,Bundle simple,0.7727272727272727
74,-0.0033670033670033,1271885598,digits,Bundle simple,0.7727272727272727
76,-0.0471380471380471,1271885598,digits,Bundle simple,0.7727272727272727
77,-0.1447811447811448,1271885598,digits,Bundle simple,0.7727272727272727
78,0.0016835016835017,1271885598,digits,Bundle simple,0.7727272727272727
90,0.0084175084175084,1271885598,digits,Bundle simple,0.7727272727272727
94,0.0117845117845117,1271885598,digits,Bundle simple,0.7727272727272727
104,-0.0572390572390572,1271885598,digits,Bundle simple,0.7727272727272727
105,-0.0269360269360269,1271885598,digits,Bundle simple,0.7727272727272727
106,-0.0067340067340067,1271885598,digits,Bundle simple,0.7727272727272727
108,-0.0117845117845117,1271885598,digits,Bundle simple,0.7727272727272727
110,0.0151515151515151,1271885598,digits,Bundle simple,0.7727272727272727
122,-0.005050505050505,1271885598,digits,Bundle simple,0.7727272727272727
126,0.0555555555555555,1271885598,digits,Bundle simple,0.7727272727272727
128,-0.0202020202020202,1271885598,digits,Bundle simple,0.7727272727272727
130,-0.0925925925925925,1271885598,digits,Bundle simple,0.7727272727272727
132,-0.031986531986532,1271885598,digits,Bundle simple,0.7727272727272727
134,-0.0117845117845117,1271885598,digits,Bundle simple,0.7727272727272727
136,-0.0353535353535353,1271885598,digits,Bundle simple,0.7727272727272727
138,0.0101010101010101,1271885598,digits,Bundle simple,0.7727272727272727
140,-0.0303030303030302,1271885598,digits,Bundle simple,0.7727272727272727
142,0.0084175084175084,1271885598,digits,Bundle simple,0.7727272727272727
146,-0.0791245791245791,1271885598,digits,Bundle simple,0.7727272727272727
150,-0.031986531986532,1271885598,digits,Bundle simple,0.7727272727272727
152,-0.0723905723905723,1271885598,digits,Bundle simple,0.7727272727272727
154,-0.1094276094276094,1271885598,digits,Bundle simple,0.7727272727272727
156,-0.0387205387205387,1271885598,digits,Bundle simple,0.7727272727272727
160,-0.0067340067340067,1271885598,digits,Bundle simple,0.7727272727272727
162,-0.1094276094276094,1271885598,digits,Bundle simple,0.7727272727272727
164,-0.0084175084175084,1271885598,digits,Bundle simple,0.7727272727272727
168,-0.031986531986532,1271885598,digits,Bundle simple,0.7727272727272727
170,0.0,1271885598,digits,Bundle simple,0.7727272727272727
172,-0.0134680134680134,1271885598,digits,Bundle simple,0.7727272727272727
178,-0.1414141414141414,1271885598,digits,Bundle simple,0.7727272727272727
184,-0.1346801346801346,1271885598,digits,Bundle simple,0.7727272727272727
200,-0.0572390572390572,1271885598,digits,Bundle simple,0.7727272727272727
204,0.0,1271885598,digits,Bundle simple,0.7727272727272727
232,-0.0471380471380471,1271885598,digits,Bundle simple,0.7727272727272727
1,0.042087542087542,488334795,digits,Bundle simple,0.7710437710437711
2,-0.0875420875420875,488334795,digits,Bundle simple,0.7710437710437711
3,0.0370370370370369,488334795,digits,Bundle simple,0.7710437710437711
4,-0.0471380471380471,488334795,digits,Bundle simple,0.7710437710437711
5,0.0202020202020201,488334795,digits,Bundle simple,0.7710437710437711
6,-0.0202020202020202,488334795,digits,Bundle simple,0.7710437710437711
7,-0.0033670033670034,488334795,digits,Bundle simple,0.7710437710437711
8,-0.037037037037037,488334795,digits,Bundle simple,0.7710437710437711
9,-0.0016835016835017,488334795,digits,Bundle simple,0.7710437710437711
10,-0.0488215488215488,488334795,digits,Bundle simple,0.7710437710437711
11,-0.0016835016835017,488334795,digits,Bundle simple,0.7710437710437711
12,-0.0824915824915825,488334795,digits,Bundle simple,0.7710437710437711
13,-0.0707070707070707,488334795,digits,Bundle simple,0.7710437710437711
14,-0.037037037037037,488334795,digits,Bundle simple,0.7710437710437711
15,0.0033670033670033,488334795,digits,Bundle simple,0.7710437710437711
18,-0.0303030303030303,488334795,digits,Bundle simple,0.7710437710437711
19,-0.0016835016835017,488334795,digits,Bundle simple,0.7710437710437711
22,0.0454545454545454,488334795,digits,Bundle simple,0.7710437710437711
23,-0.0235690235690235,488334795,digits,Bundle simple,0.7710437710437711
24,-0.0723905723905724,488334795,digits,Bundle simple,0.7710437710437711
25,-0.005050505050505,488334795,digits,Bundle simple,0.7710437710437711
26,-0.0353535353535353,488334795,digits,Bundle simple,0.7710437710437711
27,-0.0202020202020202,488334795,digits,Bundle simple,0.7710437710437711
28,-0.0252525252525253,488334795,digits,Bundle simple,0.7710437710437711
29,-0.0235690235690235,488334795,digits,Bundle simple,0.7710437710437711
30,0.0286195286195285,488334795,digits,Bundle simple,0.7710437710437711
32,0.0,488334795,digits,Bundle simple,0.7710437710437711
33,0.0286195286195285,488334795,digits,Bundle simple,0.7710437710437711
34,-0.0824915824915825,488334795,digits,Bundle simple,0.7710437710437711
35,0.0639730639730639,488334795,digits,Bundle simple,0.7710437710437711
36,-0.0286195286195286,488334795,digits,Bundle simple,0.7710437710437711
37,0.0353535353535353,488334795,digits,Bundle simple,0.7710437710437711
38,-0.0151515151515152,488334795,digits,Bundle simple,0.7710437710437711
40,-0.037037037037037,488334795,digits,Bundle simple,0.7710437710437711
41,-0.0016835016835017,488334795,digits,Bundle simple,0.7710437710437711
42,-0.0454545454545455,488334795,digits,Bundle simple,0.7710437710437711
43,-0.0067340067340068,488334795,digits,Bundle simple,0.7710437710437711
44,-0.0824915824915825,488334795,digits,Bundle simple,0.7710437710437711
45,-0.005050505050505,488334795,digits,Bundle simple,0.7710437710437711
46,-0.0286195286195286,488334795,digits,Bundle simple,0.7710437710437711
50,-0.1043771043771044,488334795,digits,Bundle simple,0.7710437710437711
51,0.0033670033670033,488334795,digits,Bundle simple,0.7710437710437711
54,0.0336700336700336,488334795,digits,Bundle simple,0.7710437710437711
56,-0.0791245791245791,488334795,digits,Bundle simple,0.7710437710437711
57,-0.005050505050505,488334795,digits,Bundle simple,0.7710437710437711
58,-0.0892255892255893,488334795,digits,Bundle simple,0.7710437710437711
60,0.0050505050505049,488334795,digits,Bundle simple,0.7710437710437711
62,0.0252525252525251,488334795,digits,Bundle simple,0.7710437710437711
72,-0.063973063973064,488334795,digits,Bundle simple,0.7710437710437711
73,0.0016835016835016,488334795,digits,Bundle simple,0.7710437710437711
74,-0.0134680134680135,488334795,digits,Bundle simple,0.7710437710437711
76,-0.0218855218855219,488334795,digits,Bundle simple,0.7710437710437711
77,-0.1127946127946128,488334795,digits,Bundle simple,0.7710437710437711
78,-0.0101010101010101,488334795,digits,Bundle simple,0.7710437710437711
90,0.0185185185185184,488334795,digits,Bundle simple,0.7710437710437711
94,0.0437710437710436,488334795,digits,Bundle simple,0.7710437710437711
104,-0.0521885521885522,488334795,digits,Bundle simple,0.7710437710437711
105,0.0050505050505049,488334795,digits,Bundle simple,0.7710437710437711
106,-0.0084175084175084,488334795,digits,Bundle simple,0.7710437710437711
108,-0.0185185185185186,488334795,digits,Bundle simple,0.7710437710437711
110,0.0303030303030302,488334795,digits,Bundle simple,0.7710437710437711
122,0.0168350168350167,488334795,digits,Bundle simple,0.7710437710437711
126,0.0404040404040403,488334795,digits,Bundle simple,0.7710437710437711
128,-0.0202020202020202,488334795,digits,Bundle simple,0.7710437710437711
130,-0.0757575757575758,488334795,digits,Bundle simple,0.7710437710437711
132,-0.0505050505050505,488334795,digits,Bundle simple,0.7710437710437711
134,-0.0067340067340068,488334795,digits,Bundle simple,0.7710437710437711
136,-0.037037037037037,488334795,digits,Bundle simple,0.7710437710437711
138,0.0286195286195285,488334795,digits,Bundle simple,0.7710437710437711
140,-0.0269360269360269,488334795,digits,Bundle simple,0.7710437710437711
142,0.0235690235690235,488334795,digits,Bundle simple,0.7710437710437711
146,-0.0538720538720539,488334795,digits,Bundle simple,0.7710437710437711
150,0.0067340067340067,488334795,digits,Bundle simple,0.7710437710437711
152,-0.0707070707070707,488334795,digits,Bundle simple,0.7710437710437711
154,-0.0808080808080808,488334795,digits,Bundle simple,0.7710437710437711
156,-0.0420875420875421,488334795,digits,Bundle simple,0.7710437710437711
160,-0.005050505050505,488334795,digits,Bundle simple,0.7710437710437711
162,-0.106060606060606,488334795,digits,Bundle simple,0.7710437710437711
164,-0.0084175084175084,488334795,digits,Bundle simple,0.7710437710437711
168,-0.0084175084175084,488334795,digits,Bundle simple,0.7710437710437711
170,0.0,488334795,digits,Bundle simple,0.7710437710437711
172,-0.0033670033670034,488334795,digits,Bundle simple,0.7710437710437711
178,-0.1144781144781145,488334795,digits,Bundle simple,0.7710437710437711
184,-0.1026936026936027,488334795,digits,Bundle simple,0.7710437710437711
200,-0.0235690235690235,488334795,digits,Bundle simple,0.7710437710437711
204,0.0,488334795,digits,Bundle simple,0.7710437710437711
232,-0.0185185185185186,488334795,digits,Bundle simple,0.7710437710437711
1,-0.0016835016835017,922497697,digits,Bundle simple,0.7626262626262627
2,-0.1212121212121212,922497697,digits,Bundle simple,0.7626262626262627
3,0.0269360269360269,922497697,digits,Bundle simple,0.7626262626262627
4,-0.0589225589225589,922497697,digits,Bundle simple,0.7626262626262627
5,0.0151515151515151,922497697,digits,Bundle simple,0.7626262626262627
6,-0.0555555555555555,922497697,digits,Bundle simple,0.7626262626262627
7,-0.0084175084175084,922497697,digits,Bundle simple,0.7626262626262627
8,-0.0622895622895622,922497697,digits,Bundle simple,0.7626262626262627
9,-0.0572390572390573,922497697,digits,Bundle simple,0.7626262626262627
10,-0.0774410774410774,922497697,digits,Bundle simple,0.7626262626262627
11,-0.0117845117845117,922497697,digits,Bundle simple,0.7626262626262627
12,-0.1346801346801347,922497697,digits,Bundle simple,0.7626262626262627
13,-0.1127946127946127,922497697,digits,Bundle simple,0.7626262626262627
14,-0.0437710437710437,922497697,digits,Bundle simple,0.7626262626262627
15,-0.0016835016835017,922497697,digits,Bundle simple,0.7626262626262627
18,-0.0774410774410774,922497697,digits,Bundle simple,0.7626262626262627
19,-0.0016835016835017,922497697,digits,Bundle simple,0.7626262626262627
22,0.0336700336700336,922497697,digits,Bundle simple,0.7626262626262627
23,-0.0437710437710437,922497697,digits,Bundle simple,0.7626262626262627
24,-0.101010101010101,922497697,digits,Bundle simple,0.7626262626262627
25,-0.0488215488215488,922497697,digits,Bundle simple,0.7626262626262627
26,-0.074074074074074,922497697,digits,Bundle simple,0.7626262626262627
27,-0.0505050505050505,922497697,digits,Bundle simple,0.7626262626262627
28,-0.0538720538720538,922497697,digits,Bundle simple,0.7626262626262627
29,-0.0791245791245791,922497697,digits,Bundle simple,0.7626262626262627
30,0.0,922497697,digits,Bundle simple,0.7626262626262627
32,0.0,922497697,digits,Bundle simple,0.7626262626262627
33,-0.005050505050505,922497697,digits,Bundle simple,0.7626262626262627
34,-0.1346801346801347,922497697,digits,Bundle simple,0.7626262626262627
35,0.0117845117845117,922497697,digits,Bundle simple,0.7626262626262627
36,-0.0404040404040404,922497697,digits,Bundle simple,0.7626262626262627
37,-0.0016835016835017,922497697,digits,Bundle simple,0.7626262626262627
38,-0.0690235690235691,922497697,digits,Bundle simple,0.7626262626262627
40,-0.063973063973064,922497697,digits,Bundle simple,0.7626262626262627
41,-0.037037037037037,922497697,digits,Bundle simple,0.7626262626262627
42,-0.0774410774410774,922497697,digits,Bundle simple,0.7626262626262627
43,-0.0252525252525253,922497697,digits,Bundle simple,0.7626262626262627
44,-0.1178451178451178,922497697,digits,Bundle simple,0.7626262626262627
45,-0.0707070707070707,922497697,digits,Bundle simple,0.7626262626262627
46,-0.0572390572390573,922497697,digits,Bundle simple,0.7626262626262627
50,-0.138047138047138,922497697,digits,Bundle simple,0.7626262626262627
51,-0.0016835016835017,922497697,digits,Bundle simple,0.7626262626262627
54,0.01010101010101,922497697,digits,Bundle simple,0.7626262626262627
56,-0.1228956228956229,922497697,digits,Bundle simple,0.7626262626262627
57,-0.0656565656565656,922497697,digits,Bundle simple,0.7626262626262627
58,-0.1531986531986532,922497697,digits,Bundle simple,0.7626262626262627
60,-0.037037037037037,922497697,digits,Bundle simple,0.7626262626262627
62,-0.0134680134680135,922497697,digits,Bundle simple,0.7626262626262627
72,-0.0791245791245791,922497697,digits,Bundle simple,0.7626262626262627
73,-0.042087542087542,922497697,digits,Bundle simple,0.7626262626262627
74,-0.0168350168350168,922497697,digits,Bundle simple,0.7626262626262627
76,-0.0707070707070707,922497697,digits,Bundle simple,0.7626262626262627
77,-0.1565656565656565,922497697,digits,Bundle simple,0.7626262626262627
78,-0.0168350168350168,922497697,digits,Bundle simple,0.7626262626262627
90,-0.0033670033670033,922497697,digits,Bundle simple,0.7626262626262627
94,0.0067340067340067,922497697,digits,Bundle simple,0.7626262626262627
104,-0.0757575757575758,922497697,digits,Bundle simple,0.7626262626262627
105,-0.0202020202020202,922497697,digits,Bundle simple,0.7626262626262627
106,-0.0168350168350168,922497697,digits,Bundle simple,0.7626262626262627
108,-0.0589225589225589,922497697,digits,Bundle simple,0.7626262626262627
110,-0.0117845117845117,922497697,digits,Bundle simple,0.7626262626262627
122,-0.0185185185185184,922497697,digits,Bundle simple,0.7626262626262627
126,0.0303030303030302,922497697,digits,Bundle simple,0.7626262626262627
128,-0.0185185185185184,922497697,digits,Bundle simple,0.7626262626262627
130,-0.1111111111111111,922497697,digits,Bundle simple,0.7626262626262627
132,-0.0656565656565656,922497697,digits,Bundle simple,0.7626262626262627
134,-0.0505050505050505,922497697,digits,Bundle simple,0.7626262626262627
136,-0.0505050505050505,922497697,digits,Bundle simple,0.7626262626262627
138,-0.037037037037037,922497697,digits,Bundle simple,0.7626262626262627
140,-0.0656565656565656,922497697,digits,Bundle simple,0.7626262626262627
142,-0.0269360269360269,922497697,digits,Bundle simple,0.7626262626262627
146,-0.0875420875420875,922497697,digits,Bundle simple,0.7626262626262627
150,-0.0117845117845117,922497697,digits,Bundle simple,0.7626262626262627
152,-0.0808080808080808,922497697,digits,Bundle simple,0.7626262626262627
154,-0.074074074074074,922497697,digits,Bundle simple,0.7626262626262627
156,-0.0622895622895622,922497697,digits,Bundle simple,0.7626262626262627
160,-0.0185185185185184,922497697,digits,Bundle simple,0.7626262626262627
162,-0.1464646464646465,922497697,digits,Bundle simple,0.7626262626262627
164,-0.0471380471380471,922497697,digits,Bundle simple,0.7626262626262627
168,-0.037037037037037,922497697,digits,Bundle simple,0.7626262626262627
170,0.0,922497697,digits,Bundle simple,0.7626262626262627
172,-0.0437710437710437,922497697,digits,Bundle simple,0.7626262626262627
178,-0.1498316498316498,922497697,digits,Bundle simple,0.7626262626262627
184,-0.1279461279461279,922497697,digits,Bundle simple,0.7626262626262627
200,-0.0572390572390573,922497697,digits,Bundle simple,0.7626262626262627
204,0.0,922497697,digits,Bundle simple,0.7626262626262627
232,-0.0488215488215488,922497697,digits,Bundle simple,0.7626262626262627
1,0.0404040404040404,1134130802,digits,Bundle simple,0.7643097643097643
2,-0.0690235690235689,1134130802,digits,Bundle simple,0.7643097643097643
3,0.0353535353535353,1134130802,digits,Bundle simple,0.7643097643097643
4,-0.0892255892255892,1134130802,digits,Bundle simple,0.7643097643097643
5,0.0218855218855219,1134130802,digits,Bundle simple,0.7643097643097643
6,-0.0336700336700336,1134130802,digits,Bundle simple,0.7643097643097643
7,-0.0016835016835016,1134130802,digits,Bundle simple,0.7643097643097643
8,-0.0185185185185184,1134130802,digits,Bundle simple,0.7643097643097643
9,0.0101010101010101,1134130802,digits,Bundle simple,0.7643097643097643
10,-0.0370370370370369,1134130802,digits,Bundle simple,0.7643097643097643
11,0.0168350168350168,1134130802,digits,Bundle simple,0.7643097643097643
12,-0.0808080808080807,1134130802,digits,Bundle simple,0.7643097643097643
13,-0.0606060606060605,1134130802,digits,Bundle simple,0.7643097643097643
14,-0.0252525252525251,1134130802,digits,Bundle simple,0.7643097643097643
15,0.0033670033670033,1134130802,digits,Bundle simple,0.7643097643097643
18,-0.0151515151515151,1134130802,digits,Bundle simple,0.7643097643097643
19,0.0016835016835017,1134130802,digits,Bundle simple,0.7643097643097643
22,0.0336700336700337,1134130802,digits,Bundle simple,0.7643097643097643
23,-0.0387205387205387,1134130802,digits,Bundle simple,0.7643097643097643
24,-0.0437710437710436,1134130802,digits,Bundle simple,0.7643097643097643
25,0.0016835016835017,1134130802,digits,Bundle simple,0.7643097643097643
26,-0.0033670033670033,1134130802,digits,Bundle simple,0.7643097643097643
27,-0.0252525252525251,1134130802,digits,Bundle simple,0.7643097643097643
28,-0.0151515151515151,1134130802,digits,Bundle simple,0.7643097643097643
29,-0.0505050505050505,1134130802,digits,Bundle simple,0.7643097643097643
30,0.0168350168350168,1134130802,digits,Bundle simple,0.7643097643097643
32,-0.0033670033670033,1134130802,digits,Bundle simple,0.7643097643097643
33,0.0286195286195286,1134130802,digits,Bundle simple,0.7643097643097643
34,-0.0808080808080807,1134130802,digits,Bundle simple,0.7643097643097643
